year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,NK,Spirit Air Lines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31.0,11.0,2.26,0.34,5.57,0.0,2.82,0.0,0.0,443.0,75.0,51.0,233.0,0.0,84.0
2023,8,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",248.0,66.0,20.0,5.86,21.15,1.15,17.84,4.0,0.0,5161.0,974.0,247.0,1925.0,65.0,1950.0
2023,8,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1056.0,352.0,87.95,14.13,178.23,6.51,65.19,11.0,10.0,27484.0,7087.0,1220.0,12113.0,277.0,6787.0
2023,8,NK,Spirit Air Lines,AUS,"Austin, TX: Austin - Bergstrom International",204.0,65.0,28.48,1.73,21.54,0.32,12.93,0.0,0.0,5383.0,2573.0,88.0,1580.0,53.0,1089.0
2023,8,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",76.0,22.0,3.74,2.17,8.22,0.45,7.42,1.0,0.0,1270.0,149.0,143.0,525.0,36.0,417.0
2023,8,NK,Spirit Air Lines,BNA,"Nashville, TN: Nashville International",224.0,65.0,22.98,1.17,28.7,1.2,10.95,2.0,0.0,4233.0,1244.0,98.0,1531.0,70.0,1290.0
2023,8,NK,Spirit Air Lines,BOI,"Boise, ID: Boise Air Terminal",31.0,5.0,0.17,1.0,3.83,0.0,0.0,1.0,1.0,181.0,5.0,17.0,159.0,0.0,0.0
2023,8,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",464.0,207.0,42.76,11.13,114.97,6.9,31.25,4.0,0.0,14999.0,3821.0,892.0,7691.0,264.0,2331.0
2023,8,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",62.0,38.0,15.46,4.55,9.3,1.0,7.7,1.0,0.0,2072.0,726.0,207.0,453.0,16.0,670.0
2023,8,NK,Spirit Air Lines,BUR,"Burbank, CA: Bob Hope",61.0,8.0,3.38,0.0,3.36,0.0,1.27,2.0,0.0,546.0,176.0,0.0,264.0,0.0,106.0
2023,8,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",563.0,172.0,73.96,7.4,53.21,4.79,32.64,10.0,1.0,14354.0,6560.0,495.0,4248.0,351.0,2700.0
2023,8,NK,Spirit Air Lines,CHS,"Charleston, SC: Charleston AFB/International",92.0,32.0,11.88,2.0,9.46,0.85,7.82,2.0,0.0,3249.0,749.0,86.0,1375.0,22.0,1017.0
2023,8,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",226.0,97.0,31.79,8.81,28.27,1.45,26.67,3.0,1.0,7566.0,2295.0,780.0,2215.0,60.0,2216.0
2023,8,NK,Spirit Air Lines,CLT,"Charlotte, NC: Charlotte Douglas International",365.0,138.0,34.43,6.99,66.24,5.66,24.68,6.0,1.0,10880.0,2637.0,325.0,4889.0,306.0,2723.0
2023,8,NK,Spirit Air Lines,CMH,"Columbus, OH: John Glenn Columbus International",136.0,47.0,20.7,2.2,17.57,0.0,6.53,1.0,0.0,3409.0,1521.0,159.0,1301.0,0.0,428.0
2023,8,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",141.0,46.0,9.89,3.35,24.06,5.42,3.28,0.0,1.0,2195.0,630.0,122.0,1039.0,149.0,255.0
2023,8,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",810.0,271.0,80.03,10.86,113.02,8.85,58.24,8.0,1.0,19830.0,6897.0,658.0,6083.0,382.0,5810.0
2023,8,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",790.0,232.0,79.05,12.95,67.05,4.28,68.66,9.0,1.0,17930.0,5914.0,1119.0,4547.0,191.0,6159.0
2023,8,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",873.0,286.0,81.75,10.43,130.82,5.34,57.66,10.0,2.0,19644.0,6247.0,662.0,8056.0,236.0,4443.0
2023,8,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1829.0,640.0,144.11,14.15,263.99,9.59,208.16,19.0,14.0,49696.0,12508.0,1523.0,17883.0,1244.0,16538.0
2023,8,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",604.0,210.0,70.25,10.83,64.26,6.68,57.98,6.0,1.0,17699.0,5449.0,1692.0,3944.0,359.0,6255.0
2023,8,NK,Spirit Air Lines,IND,"Indianapolis, IN: Indianapolis International",101.0,33.0,10.54,2.04,15.22,1.04,4.16,4.0,0.0,1848.0,438.0,218.0,849.0,44.0,299.0
2023,8,NK,Spirit Air Lines,LAS,"Las Vegas, NV: Harry Reid International",2191.0,616.0,151.01,17.61,277.83,5.25,164.3,37.0,4.0,46605.0,11338.0,1633.0,19027.0,174.0,14433.0
2023,8,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1181.0,365.0,123.47,8.89,164.94,6.01,61.7,9.0,0.0,28520.0,10295.0,1076.0,11070.0,229.0,5850.0
2023,8,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",62.0,18.0,5.96,1.7,5.75,0.0,4.59,0.0,0.0,813.0,271.0,51.0,261.0,0.0,230.0
2023,8,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",436.0,103.0,39.4,11.08,36.62,0.87,15.04,5.0,2.0,5998.0,2432.0,529.0,2004.0,21.0,1012.0
2023,8,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",93.0,28.0,10.9,2.02,8.08,1.0,6.0,0.0,0.0,2118.0,930.0,380.0,440.0,15.0,353.0
2023,8,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",2429.0,898.0,193.84,18.86,416.18,3.47,265.65,35.0,10.0,75553.0,17900.0,1178.0,30854.0,162.0,25459.0
2023,8,NK,Spirit Air Lines,MEM,"Memphis, TN: Memphis International",76.0,24.0,10.76,0.76,6.02,0.83,5.64,2.0,0.0,1969.0,1090.0,34.0,441.0,24.0,380.0
2023,8,NK,Spirit Air Lines,MHT,"Manchester, NH: Manchester Boston Regional",45.0,20.0,7.82,0.88,10.37,0.0,0.93,2.0,0.0,1396.0,675.0,27.0,624.0,0.0,70.0
2023,8,NK,Spirit Air Lines,MIA,"Miami, FL: Miami International",620.0,206.0,44.88,7.5,107.22,1.0,45.39,8.0,6.0,18124.0,4609.0,606.0,8296.0,18.0,4595.0
2023,8,NK,Spirit Air Lines,MKE,"Milwaukee, WI: General Mitchell International",59.0,25.0,5.85,3.31,12.16,0.89,2.79,0.0,0.0,1630.0,455.0,346.0,512.0,58.0,259.0
2023,8,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",104.0,22.0,7.26,1.82,10.29,0.0,2.63,1.0,1.0,1517.0,603.0,141.0,587.0,0.0,186.0
2023,8,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",280.0,102.0,27.77,5.92,40.24,0.1,27.97,3.0,1.0,6938.0,1853.0,317.0,2544.0,33.0,2191.0
2023,8,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",457.0,90.0,35.86,4.29,19.67,1.74,28.43,6.0,0.0,6822.0,3125.0,253.0,1473.0,93.0,1878.0
2023,8,NK,Spirit Air Lines,OAK,"Oakland, CA: Metro Oakland International",255.0,77.0,29.28,1.15,26.48,0.9,19.19,2.0,0.0,4980.0,1648.0,81.0,1512.0,40.0,1699.0
2023,8,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",623.0,200.0,55.74,13.08,84.01,5.66,41.52,10.0,2.0,15628.0,3947.0,959.0,6587.0,146.0,3989.0
2023,8,NK,Spirit Air Lines,ORF,"Norfolk, VA: Norfolk International",62.0,26.0,8.97,3.55,6.2,0.63,6.66,1.0,0.0,1737.0,730.0,136.0,487.0,39.0,345.0
2023,8,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",31.0,4.0,1.14,0.0,1.05,0.0,1.81,0.0,0.0,473.0,26.0,0.0,25.0,0.0,422.0
2023,8,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",89.0,22.0,6.55,0.93,7.98,0.0,6.55,2.0,0.0,1280.0,362.0,40.0,438.0,0.0,440.0
2023,8,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",558.0,200.0,54.65,15.42,76.77,15.96,37.19,7.0,0.0,15213.0,4315.0,1220.0,5758.0,603.0,3317.0
2023,8,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",169.0,60.0,19.61,1.55,31.72,1.0,6.12,5.0,1.0,3858.0,1474.0,111.0,1627.0,24.0,622.0
2023,8,NK,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",217.0,78.0,29.34,5.83,19.99,0.11,22.73,0.0,0.0,5396.0,1785.0,325.0,1362.0,10.0,1914.0
2023,8,NK,Spirit Air Lines,PNS,"Pensacola, FL: Pensacola International",79.0,39.0,10.47,3.25,18.13,0.1,7.05,1.0,1.0,3293.0,1134.0,189.0,1495.0,8.0,467.0
2023,8,NK,Spirit Air Lines,PSE,"Ponce, PR: Mercedita",31.0,12.0,3.76,1.89,3.73,0.0,2.63,0.0,0.0,786.0,201.0,62.0,418.0,0.0,105.0
2023,8,NK,Spirit Air Lines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",55.0,32.0,9.0,5.14,10.35,2.15,5.36,1.0,0.0,2011.0,425.0,556.0,659.0,79.0,292.0
2023,8,NK,Spirit Air Lines,RIC,"Richmond, VA: Richmond International",93.0,26.0,6.13,2.66,10.91,0.0,6.29,2.0,0.0,1960.0,495.0,278.0,857.0,0.0,330.0
2023,8,NK,Spirit Air Lines,RNO,"Reno, NV: Reno/Tahoe International",62.0,9.0,2.73,0.72,4.67,0.0,0.88,1.0,1.0,652.0,193.0,116.0,306.0,0.0,37.0
2023,8,NK,Spirit Air Lines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",48.0,9.0,3.81,0.0,2.39,0.0,2.8,0.0,0.0,375.0,147.0,0.0,47.0,0.0,181.0
2023,8,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",93.0,21.0,3.83,2.01,9.9,0.8,4.47,1.0,0.0,1705.0,425.0,77.0,765.0,12.0,426.0
2023,8,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",167.0,53.0,10.94,1.68,24.6,0.84,14.94,5.0,0.0,2861.0,741.0,76.0,1276.0,16.0,752.0
2023,8,NK,Spirit Air Lines,SAT,"San Antonio, TX: San Antonio International",125.0,29.0,8.45,3.26,12.51,1.15,3.63,0.0,0.0,1461.0,462.0,155.0,573.0,46.0,225.0
2023,8,NK,Spirit Air Lines,SDF,"Louisville, KY: Louisville Muhammad Ali International",108.0,35.0,11.24,0.79,9.33,0.26,13.38,2.0,1.0,1689.0,417.0,43.0,464.0,30.0,735.0
2023,8,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",75.0,22.0,5.25,2.2,10.16,0.0,4.4,0.0,0.0,1704.0,294.0,342.0,688.0,0.0,380.0
2023,8,NK,Spirit Air Lines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",117.0,22.0,7.45,0.88,7.56,0.0,6.12,1.0,0.0,1131.0,260.0,47.0,477.0,0.0,347.0
2023,8,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",578.0,259.0,90.59,12.74,90.03,6.99,58.65,10.0,2.0,20164.0,6294.0,989.0,6865.0,263.0,5753.0
2023,8,NK,Spirit Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",138.0,47.0,10.01,3.89,13.52,1.17,18.4,1.0,0.0,3390.0,601.0,305.0,591.0,39.0,1854.0
2023,8,NK,Spirit Air Lines,SMF,"Sacramento, CA: Sacramento International",110.0,24.0,9.23,4.35,4.69,0.0,5.73,2.0,0.0,1395.0,357.0,493.0,286.0,0.0,259.0
2023,8,NK,Spirit Air Lines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",124.0,26.0,6.36,0.15,8.96,0.63,9.91,2.0,1.0,1366.0,326.0,16.0,276.0,12.0,736.0
2023,8,NK,Spirit Air Lines,STL,"St. Louis, MO: St Louis Lambert International",52.0,23.0,11.63,0.81,7.26,0.0,3.3,1.0,0.0,1553.0,663.0,43.0,653.0,0.0,194.0
2023,8,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",62.0,29.0,10.58,2.66,10.28,1.85,3.63,0.0,0.0,1167.0,418.0,108.0,384.0,61.0,196.0
2023,8,NK,Spirit Air Lines,STX,"Christiansted, VI: Henry E. Rohlsen",31.0,8.0,4.85,1.0,1.75,0.0,0.41,0.0,0.0,561.0,344.0,71.0,135.0,0.0,11.0
2023,8,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",342.0,86.0,26.82,5.54,33.31,1.51,18.82,28.0,1.0,6563.0,2121.0,304.0,2367.0,107.0,1664.0
2023,7,NK,Spirit Air Lines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31.0,13.0,1.91,0.41,5.9,0.0,4.78,0.0,0.0,952.0,154.0,28.0,414.0,0.0,356.0
2023,7,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",213.0,56.0,17.86,8.04,18.54,0.38,11.17,0.0,1.0,5001.0,1181.0,667.0,1806.0,38.0,1309.0
2023,7,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1079.0,387.0,113.88,25.05,158.99,8.83,80.24,16.0,6.0,28557.0,8567.0,2624.0,10418.0,478.0,6470.0
2023,7,NK,Spirit Air Lines,AUS,"Austin, TX: Austin - Bergstrom International",248.0,71.0,20.41,4.89,29.05,0.28,16.37,1.0,0.0,5614.0,1487.0,327.0,1796.0,9.0,1995.0
2023,7,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",73.0,19.0,4.62,2.62,6.2,0.0,5.56,3.0,0.0,1789.0,538.0,190.0,473.0,0.0,588.0
2023,7,NK,Spirit Air Lines,BNA,"Nashville, TN: Nashville International",256.0,108.0,37.33,8.28,40.18,0.3,21.91,8.0,0.0,7167.0,2476.0,803.0,2598.0,30.0,1260.0
2023,7,NK,Spirit Air Lines,BOI,"Boise, ID: Boise Air Terminal",31.0,10.0,3.4,0.0,4.71,0.0,1.89,0.0,0.0,585.0,154.0,0.0,199.0,0.0,232.0
2023,7,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",362.0,179.0,42.69,11.68,85.44,6.87,32.31,15.0,1.0,14474.0,3124.0,969.0,7342.0,307.0,2732.0
2023,7,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",61.0,41.0,14.04,7.09,10.63,0.62,8.62,0.0,0.0,3543.0,1143.0,647.0,1086.0,24.0,643.0
2023,7,NK,Spirit Air Lines,BUR,"Burbank, CA: Bob Hope",62.0,13.0,3.67,1.82,2.54,0.0,4.97,1.0,0.0,560.0,233.0,107.0,89.0,0.0,131.0
2023,7,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",558.0,201.0,57.71,23.06,78.63,2.52,39.09,11.0,3.0,15831.0,3912.0,2211.0,5975.0,132.0,3601.0
2023,7,NK,Spirit Air Lines,CHS,"Charleston, SC: Charleston AFB/International",93.0,33.0,5.91,2.54,12.84,0.0,11.71,3.0,0.0,3015.0,614.0,152.0,1044.0,0.0,1205.0
2023,7,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",239.0,120.0,36.75,14.25,36.78,0.0,32.22,1.0,0.0,11124.0,3176.0,1196.0,3695.0,0.0,3057.0
2023,7,NK,Spirit Air Lines,CLT,"Charlotte, NC: Charlotte Douglas International",388.0,152.0,40.74,12.29,69.0,6.0,23.98,17.0,1.0,9816.0,2945.0,807.0,4363.0,338.0,1363.0
2023,7,NK,Spirit Air Lines,CMH,"Columbus, OH: John Glenn Columbus International",157.0,61.0,15.91,10.72,21.28,0.13,12.96,3.0,0.0,4915.0,1018.0,854.0,1832.0,2.0,1209.0
2023,7,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",90.0,39.0,12.75,3.21,15.52,2.78,4.74,1.0,0.0,2432.0,676.0,200.0,826.0,133.0,597.0
2023,7,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",885.0,364.0,81.76,27.97,175.23,3.98,75.07,14.0,2.0,24717.0,5654.0,2619.0,11119.0,244.0,5081.0
2023,7,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",753.0,234.0,60.84,17.9,104.01,1.4,49.85,11.0,2.0,19083.0,4771.0,1375.0,8063.0,57.0,4817.0
2023,7,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",801.0,264.0,59.61,15.36,145.77,2.91,40.36,50.0,8.0,25112.0,4785.0,1972.0,15055.0,177.0,3123.0
2023,7,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1729.0,628.0,139.52,21.12,268.91,4.94,193.5,45.0,4.0,50168.0,10340.0,1794.0,21231.0,245.0,16558.0
2023,7,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",666.0,279.0,70.95,15.42,120.55,6.48,65.59,11.0,1.0,23813.0,6208.0,1467.0,10320.0,284.0,5534.0
2023,7,NK,Spirit Air Lines,IND,"Indianapolis, IN: Indianapolis International",122.0,54.0,12.22,7.67,24.59,0.0,9.52,8.0,0.0,4425.0,1126.0,539.0,1837.0,0.0,923.0
2023,7,NK,Spirit Air Lines,LAS,"Las Vegas, NV: Harry Reid International",2097.0,627.0,161.81,18.17,241.17,7.08,198.77,27.0,2.0,48509.0,10740.0,1184.0,18447.0,407.0,17731.0
2023,7,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1111.0,422.0,146.39,20.41,156.46,5.41,93.33,13.0,0.0,32490.0,11043.0,1894.0,10146.0,190.0,9217.0
2023,7,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",62.0,18.0,4.54,0.6,7.93,0.41,4.52,0.0,0.0,1143.0,347.0,31.0,397.0,33.0,335.0
2023,7,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",429.0,138.0,34.19,8.4,73.32,3.7,18.4,25.0,2.0,10873.0,2582.0,488.0,6372.0,129.0,1302.0
2023,7,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",94.0,39.0,6.71,4.62,19.4,1.0,7.28,1.0,0.0,3314.0,432.0,625.0,1682.0,27.0,548.0
2023,7,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",2468.0,1047.0,182.43,31.41,565.2,4.43,263.54,82.0,20.0,99923.0,17189.0,2634.0,50025.0,256.0,29819.0
2023,7,NK,Spirit Air Lines,MEM,"Memphis, TN: Memphis International",85.0,35.0,13.69,2.84,11.79,0.52,6.16,2.0,1.0,2807.0,903.0,290.0,996.0,37.0,581.0
2023,7,NK,Spirit Air Lines,MHT,"Manchester, NH: Manchester Boston Regional",43.0,14.0,2.75,5.37,3.6,0.0,2.27,3.0,0.0,1427.0,335.0,544.0,363.0,0.0,185.0
2023,7,NK,Spirit Air Lines,MIA,"Miami, FL: Miami International",617.0,254.0,50.71,8.49,137.34,0.88,56.57,18.0,2.0,22426.0,4104.0,1229.0,10612.0,70.0,6411.0
2023,7,NK,Spirit Air Lines,MKE,"Milwaukee, WI: General Mitchell International",53.0,26.0,5.84,6.07,9.79,0.73,3.57,2.0,0.0,2322.0,350.0,656.0,944.0,46.0,326.0
2023,7,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",108.0,18.0,4.4,1.0,7.82,0.0,4.78,0.0,0.0,1335.0,565.0,24.0,368.0,0.0,378.0
2023,7,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",287.0,121.0,42.23,8.55,37.02,2.37,30.84,5.0,1.0,8924.0,2768.0,791.0,2625.0,114.0,2626.0
2023,7,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",428.0,84.0,23.98,5.11,30.38,0.48,24.04,3.0,0.0,6596.0,1882.0,412.0,2063.0,34.0,2205.0
2023,7,NK,Spirit Air Lines,OAK,"Oakland, CA: Metro Oakland International",257.0,78.0,23.1,1.0,28.77,1.58,23.55,3.0,1.0,4719.0,1516.0,47.0,1451.0,63.0,1642.0
2023,7,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",612.0,240.0,61.88,19.57,111.73,0.22,46.6,11.0,8.0,20322.0,5314.0,1568.0,8147.0,4.0,5289.0
2023,7,NK,Spirit Air Lines,ORF,"Norfolk, VA: Norfolk International",62.0,18.0,6.38,4.37,3.27,0.0,3.97,2.0,0.0,1255.0,373.0,351.0,167.0,0.0,364.0
2023,7,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",31.0,3.0,0.98,0.78,1.02,0.0,0.22,0.0,0.0,203.0,87.0,73.0,24.0,0.0,19.0
2023,7,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",87.0,24.0,7.9,0.14,11.38,1.0,3.59,0.0,0.0,1483.0,364.0,10.0,743.0,25.0,341.0
2023,7,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",523.0,205.0,43.12,21.75,92.71,4.44,42.98,12.0,1.0,16668.0,3414.0,2060.0,7567.0,191.0,3436.0
2023,7,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",123.0,58.0,21.05,1.88,23.92,0.89,10.25,5.0,0.0,4225.0,1869.0,146.0,1481.0,17.0,712.0
2023,7,NK,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",215.0,85.0,22.53,14.39,31.18,0.63,16.27,4.0,1.0,6764.0,1665.0,1069.0,2619.0,45.0,1366.0
2023,7,NK,Spirit Air Lines,PNS,"Pensacola, FL: Pensacola International",78.0,36.0,8.46,2.9,20.47,1.0,3.17,4.0,0.0,3300.0,785.0,334.0,1802.0,17.0,362.0
2023,7,NK,Spirit Air Lines,PSE,"Ponce, PR: Mercedita",30.0,14.0,5.58,2.73,3.96,0.0,1.73,0.0,0.0,1206.0,337.0,330.0,485.0,0.0,54.0
2023,7,NK,Spirit Air Lines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",62.0,27.0,5.65,5.0,7.16,1.0,8.18,3.0,0.0,2138.0,311.0,607.0,622.0,47.0,551.0
2023,7,NK,Spirit Air Lines,RIC,"Richmond, VA: Richmond International",92.0,33.0,14.04,3.24,11.41,0.17,4.13,1.0,0.0,2304.0,1065.0,181.0,776.0,18.0,264.0
2023,7,NK,Spirit Air Lines,RNO,"Reno, NV: Reno/Tahoe International",62.0,12.0,8.28,0.62,2.71,0.0,0.39,1.0,0.0,702.0,484.0,13.0,197.0,0.0,8.0
2023,7,NK,Spirit Air Lines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",49.0,10.0,1.89,0.0,6.26,0.0,1.85,0.0,0.0,648.0,193.0,0.0,251.0,0.0,204.0
2023,7,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",90.0,22.0,5.82,0.71,13.59,0.0,1.88,1.0,0.0,1446.0,388.0,67.0,864.0,0.0,127.0
2023,7,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",148.0,40.0,10.72,2.59,18.14,0.0,8.54,0.0,0.0,1531.0,495.0,72.0,648.0,0.0,316.0
2023,7,NK,Spirit Air Lines,SAT,"San Antonio, TX: San Antonio International",139.0,38.0,15.2,1.54,11.27,1.0,8.99,0.0,0.0,2351.0,1052.0,183.0,648.0,26.0,442.0
2023,7,NK,Spirit Air Lines,SDF,"Louisville, KY: Louisville Muhammad Ali International",115.0,45.0,10.82,8.14,11.31,0.02,14.72,1.0,0.0,4486.0,715.0,759.0,1270.0,7.0,1735.0
2023,7,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",64.0,13.0,2.98,0.1,6.74,0.0,3.19,0.0,0.0,958.0,86.0,21.0,664.0,0.0,187.0
2023,7,NK,Spirit Air Lines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",124.0,24.0,8.37,0.0,9.18,0.0,6.45,0.0,0.0,1558.0,753.0,0.0,442.0,0.0,363.0
2023,7,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",583.0,299.0,99.36,20.48,112.94,4.13,62.09,12.0,0.0,24912.0,7138.0,2151.0,10164.0,159.0,5300.0
2023,7,NK,Spirit Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",143.0,55.0,14.03,4.25,19.28,0.0,17.44,1.0,0.0,3720.0,896.0,266.0,1379.0,0.0,1179.0
2023,7,NK,Spirit Air Lines,SMF,"Sacramento, CA: Sacramento International",111.0,27.0,9.78,0.47,13.32,0.0,3.43,1.0,0.0,1760.0,910.0,18.0,653.0,0.0,179.0
2023,7,NK,Spirit Air Lines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",124.0,18.0,5.23,0.0,4.61,0.0,8.16,1.0,0.0,2009.0,221.0,0.0,1356.0,0.0,432.0
2023,7,NK,Spirit Air Lines,STL,"St. Louis, MO: St Louis Lambert International",53.0,22.0,9.71,0.93,8.45,0.0,2.92,1.0,0.0,1263.0,335.0,113.0,515.0,0.0,300.0
2023,7,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",62.0,25.0,10.09,2.95,5.45,1.48,5.03,0.0,0.0,1226.0,635.0,156.0,204.0,44.0,187.0
2023,7,NK,Spirit Air Lines,STX,"Christiansted, VI: Henry E. Rohlsen",30.0,15.0,7.86,3.81,3.33,0.0,0.0,0.0,1.0,473.0,199.0,175.0,99.0,0.0,0.0
2023,7,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",339.0,114.0,31.31,5.94,53.35,0.15,23.25,3.0,1.0,7782.0,2394.0,391.0,3431.0,4.0,1562.0
2023,6,NK,Spirit Air Lines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",30.0,13.0,1.88,0.06,7.18,0.0,3.88,0.0,0.0,816.0,155.0,1.0,297.0,0.0,363.0
2023,6,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",211.0,71.0,13.93,11.05,28.1,0.9,17.03,3.0,1.0,5588.0,1121.0,1096.0,1786.0,45.0,1540.0
2023,6,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1104.0,447.0,107.0,22.31,211.96,5.44,100.3,21.0,6.0,35644.0,10063.0,1992.0,13735.0,361.0,9493.0
2023,6,NK,Spirit Air Lines,AUS,"Austin, TX: Austin - Bergstrom International",240.0,74.0,20.6,6.31,30.81,0.38,15.9,10.0,1.0,5481.0,1523.0,651.0,1830.0,27.0,1450.0
2023,6,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",76.0,25.0,5.38,1.0,8.76,0.6,9.26,3.0,0.0,2297.0,381.0,100.0,653.0,9.0,1154.0
2023,6,NK,Spirit Air Lines,BNA,"Nashville, TN: Nashville International",281.0,99.0,35.74,5.32,35.82,0.13,21.99,10.0,3.0,8976.0,3207.0,576.0,3100.0,24.0,2069.0
