year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,1,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",762.0,224.0,83.56,2.19,80.44,4.31,53.49,29.0,0.0,14345.0,5403.0,105.0,5165.0,170.0,3502.0
2023,1,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",931.0,243.0,77.09,4.64,88.35,3.69,69.23,15.0,0.0,17948.0,4898.0,202.0,5538.0,134.0,7176.0
2023,1,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",693.0,223.0,57.4,4.06,123.17,5.94,32.44,13.0,1.0,14272.0,3714.0,284.0,7586.0,145.0,2543.0
2023,1,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1745.0,500.0,136.21,7.83,210.57,5.65,139.74,39.0,1.0,42454.0,12785.0,559.0,17295.0,247.0,11568.0
2023,1,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",731.0,223.0,65.54,2.59,107.98,0.73,46.16,7.0,0.0,17974.0,5193.0,375.0,8047.0,41.0,4318.0
2023,1,NK,Spirit Air Lines,IND,"Indianapolis, IN: Indianapolis International",217.0,58.0,21.75,0.0,21.92,0.47,13.86,10.0,0.0,3164.0,1344.0,0.0,1201.0,18.0,601.0
2023,1,NK,Spirit Air Lines,LAS,"Las Vegas, NV: Harry Reid International",2523.0,608.0,148.63,18.07,297.69,3.84,139.77,81.0,5.0,43568.0,11732.0,1848.0,19217.0,127.0,10644.0
2023,1,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1035.0,282.0,104.77,3.56,125.97,1.58,46.12,15.0,0.0,20003.0,8789.0,216.0,7237.0,95.0,3666.0
2023,1,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",31.0,11.0,5.75,0.0,2.31,0.0,2.94,1.0,0.0,428.0,196.0,0.0,101.0,0.0,131.0
2023,1,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",484.0,137.0,44.85,1.0,71.13,6.29,13.74,10.0,0.0,9465.0,3577.0,85.0,4265.0,205.0,1333.0
2023,1,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",123.0,34.0,14.74,0.13,6.69,0.47,11.98,2.0,0.0,2361.0,1172.0,27.0,415.0,8.0,739.0
2023,1,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",2496.0,792.0,165.93,17.87,374.34,1.98,231.87,46.0,0.0,57104.0,13034.0,2856.0,24085.0,127.0,17002.0
2023,1,NK,Spirit Air Lines,MEM,"Memphis, TN: Memphis International",62.0,11.0,5.51,0.0,2.01,1.54,1.94,1.0,0.0,483.0,177.0,0.0,96.0,27.0,183.0
2023,1,NK,Spirit Air Lines,MHT,"Manchester, NH: Manchester Boston Regional",52.0,12.0,7.33,0.0,3.2,0.0,1.47,1.0,0.0,579.0,369.0,0.0,96.0,0.0,114.0
2023,1,NK,Spirit Air Lines,MIA,"Miami, FL: Miami International",679.0,177.0,48.68,5.17,63.85,2.77,56.53,24.0,0.0,15141.0,4834.0,354.0,5255.0,164.0,4534.0
2023,1,NK,Spirit Air Lines,MKE,"Milwaukee, WI: General Mitchell International",82.0,24.0,7.49,0.0,9.32,0.0,7.19,3.0,0.0,1681.0,456.0,0.0,397.0,0.0,828.0
2023,1,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",195.0,49.0,16.76,0.0,17.25,0.0,14.99,6.0,0.0,3218.0,860.0,0.0,1324.0,0.0,1034.0
2023,1,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",321.0,84.0,30.8,3.52,27.65,0.89,21.14,12.0,0.0,6988.0,2167.0,470.0,1842.0,17.0,2492.0
2023,1,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",124.0,35.0,4.9,0.0,17.34,0.0,12.75,1.0,0.0,2539.0,364.0,0.0,1048.0,0.0,1127.0
2023,1,NK,Spirit Air Lines,OAK,"Oakland, CA: Metro Oakland International",200.0,53.0,11.94,1.05,23.38,0.5,16.13,6.0,0.0,3163.0,868.0,44.0,897.0,19.0,1335.0
2023,1,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",727.0,235.0,85.67,1.12,105.66,4.76,37.79,13.0,1.0,15909.0,5882.0,69.0,6133.0,199.0,3626.0
2023,1,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",31.0,2.0,0.0,0.0,1.08,0.0,0.92,1.0,0.0,96.0,0.0,0.0,23.0,0.0,73.0
2023,1,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",151.0,28.0,13.73,1.0,10.0,0.0,3.26,6.0,0.0,1165.0,727.0,21.0,293.0,0.0,124.0
2023,1,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",494.0,165.0,56.77,2.57,63.01,5.28,37.38,10.0,0.0,10981.0,3671.0,482.0,3556.0,241.0,3031.0
2023,1,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",214.0,60.0,17.03,1.12,30.03,1.57,10.26,4.0,0.0,3698.0,1300.0,42.0,1683.0,66.0,607.0
2023,1,NK,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",262.0,65.0,33.04,0.0,17.47,0.0,14.49,2.0,0.0,4572.0,1988.0,0.0,1592.0,0.0,992.0
2023,1,NK,Spirit Air Lines,PNS,"Pensacola, FL: Pensacola International",61.0,21.0,7.55,0.0,9.37,0.0,4.08,4.0,0.0,1418.0,472.0,0.0,666.0,0.0,280.0
2023,1,NK,Spirit Air Lines,PSE,"Ponce, PR: Mercedita",31.0,8.0,5.27,0.0,2.54,0.0,0.19,0.0,0.0,351.0,163.0,0.0,174.0,0.0,14.0
2023,1,NK,Spirit Air Lines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",58.0,17.0,6.89,0.0,5.04,0.0,5.07,0.0,0.0,1094.0,427.0,0.0,288.0,0.0,379.0
2023,1,NK,Spirit Air Lines,RIC,"Richmond, VA: Richmond International",62.0,21.0,5.06,0.0,13.5,0.0,2.44,2.0,0.0,980.0,198.0,0.0,667.0,0.0,115.0
2023,1,NK,Spirit Air Lines,RNO,"Reno, NV: Reno/Tahoe International",61.0,9.0,1.37,1.86,4.32,0.0,1.44,2.0,0.0,909.0,150.0,390.0,291.0,0.0,78.0
2023,1,NK,Spirit Air Lines,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",22.0,2.0,1.0,0.0,0.53,0.47,0.0,1.0,0.0,94.0,75.0,0.0,10.0,9.0,0.0
2023,1,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",276.0,55.0,15.61,0.56,31.58,0.15,7.09,9.0,0.0,3385.0,1144.0,29.0,1741.0,4.0,467.0
2023,1,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",169.0,57.0,12.27,0.2,31.29,0.14,13.1,3.0,0.0,3166.0,568.0,38.0,1648.0,20.0,892.0
2023,1,NK,Spirit Air Lines,SAT,"San Antonio, TX: San Antonio International",52.0,9.0,4.78,0.0,3.63,0.0,0.59,1.0,0.0,467.0,179.0,0.0,272.0,0.0,16.0
2023,1,NK,Spirit Air Lines,SDF,"Louisville, KY: Louisville Muhammad Ali International",72.0,23.0,6.79,0.0,8.65,0.0,7.56,2.0,0.0,1527.0,544.0,0.0,609.0,0.0,374.0
2023,1,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",93.0,20.0,6.26,0.17,8.8,0.63,4.14,5.0,0.0,1089.0,400.0,22.0,471.0,44.0,152.0
2023,1,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",536.0,169.0,72.65,2.0,52.38,4.32,37.64,1.0,1.0,10442.0,3788.0,62.0,3711.0,145.0,2736.0
2023,1,NK,Spirit Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",106.0,50.0,14.12,0.0,22.26,0.0,13.62,2.0,0.0,2328.0,729.0,0.0,811.0,0.0,788.0
2023,1,NK,Spirit Air Lines,SMF,"Sacramento, CA: Sacramento International",123.0,34.0,12.57,0.27,18.95,0.0,2.22,3.0,0.0,1941.0,548.0,9.0,1321.0,0.0,63.0
2023,1,NK,Spirit Air Lines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",124.0,37.0,8.5,0.0,19.51,0.0,8.99,5.0,0.0,1589.0,477.0,0.0,587.0,0.0,525.0
2023,1,NK,Spirit Air Lines,STL,"St. Louis, MO: St Louis Lambert International",49.0,15.0,5.8,0.0,6.29,0.0,2.91,1.0,0.0,591.0,262.0,0.0,232.0,0.0,97.0
2023,1,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",62.0,23.0,10.34,0.43,7.38,0.0,4.85,0.0,0.0,1063.0,468.0,10.0,390.0,0.0,195.0
2023,1,NK,Spirit Air Lines,STX,"Christiansted, VI: Henry E. Rohlsen",24.0,6.0,1.9,0.0,2.54,0.0,1.55,1.0,0.0,491.0,119.0,0.0,195.0,0.0,177.0
2023,1,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",558.0,137.0,39.8,1.2,55.86,0.11,40.03,14.0,0.0,10840.0,3125.0,90.0,4644.0,6.0,2975.0
